dataset,dose_mcc,dose_ci,mlp_mcc,mlp_ci,ci_overlap,mcnemar_b,mcnemar_c,mcnemar_p
NanoTox (5 oxides),0.4103,"(0.3529, 0.467)",0.166,"(0.0516, 0.2787)",False,49,90,0.0007
