dup_fraction,kfold_MCC,LOMO_MCC,leakage_gap
0.0,0.6116130493628069,-0.11579826783521756,0.7274113171980244
0.1,0.6737078335594469,-0.10931275002753765,0.7830205835869846
0.2,0.7355888684000277,-0.11695637508627635,0.852545243486304
0.25,0.7068000959885804,-0.13259163204356852,0.8393917280321489
0.3,0.7023809523809523,-0.09570948408340446,0.7980904364643568
0.4,0.7463555777000621,-0.12264961258690928,0.8690051902869714
0.5,0.7575440603916853,-0.14156954895589416,0.8991136093475794
0.55,0.796086527618355,-0.08061899443419834,0.8767055220525533
0.6,0.8069513109448514,-0.10272989184417289,0.9096812027890243
